"date","source","headline","url"
"February 17, 2026","The Tech Buzz","Meta Bans Viral AI Tool OpenClaw Over Security Risks","https://www.techbuzz.ai/articles/meta-bans-viral-ai-tool-openclaw-over-security-risks"
"February 17, 2026","HackerNoon","OpenClaw's 85,000 GitHub Stars Hide a Security Nightmare, Researchers Warn","https://hackernoon.com/openclaws-85000-github-stars-hide-a-security-nightmare-researchers-warn"
"February 17, 2026","Security Boulevard","Authentication Under Fire: Why OpenClaw Needs ZTNA and AI Secure Protection","https://securityboulevard.com/2026/02/authentication-under-fire-why-openclaw-needs-ztna-and-aisecure-protection/"
"February 17, 2026","eSecurity Planet","OpenClaw Flaw Enables AI Log Poisoning Risk","https://www.esecurityplanet.com/threats/openclaw-flaw-enables-ai-log-poisoning-risk/"
"February 17, 2026","CybersecurityNews","OpenClaw AI Log Poisoning Vulnerability Allows Malicious Content Injection","https://cybersecuritynews.com/openclaw-ai-agent-log-poisoning/"
"February 17, 2026","CybersecurityNews","Threat Actors Attacking OpenClaw Configurations to Steal Login Credentials","https://cybersecuritynews.com/threat-actors-attacking-openclaw-configurations/"
"February 16, 2026","TechCrunch","After all the hype, some AI experts don't think OpenClaw is all that exciting","https://techcrunch.com/2026/02/16/after-all-the-hype-some-ai-experts-dont-think-openclaw-is-all-that-exciting/"
"February 16, 2026","The Hacker News","Infostealer Steals OpenClaw AI Agent Configuration Files and Gateway Tokens","https://thehackernews.com/2026/02/infostealer-steals-openclaw-ai-agent.html"
"February 16, 2026","BleepingComputer","Infostealer malware found stealing OpenClaw secrets for first time","https://www.bleepingcomputer.com/news/security/infostealer-malware-found-stealing-openclaw-secrets-for-first-time/"
"February 16, 2026","Kaspersky","Key OpenClaw risks, Clawdbot, Moltbot","https://www.kaspersky.com/blog/openclaw-vulnerabilities-exposed/55263/"
"February 16, 2026","eeNews Europe","OpenClaw Scanner targets AI agent exposure with endpoint detection","https://www.eenewseurope.com/en/openclaw-scanner-targets-ai-agent-exposure-with-endpoint-detection/"
"February 16, 2026","Security Boulevard","ClawBands GitHub Project Looks to Put Human Controls on OpenClaw AI Agents","https://securityboulevard.com/2026/02/clawbands-github-project-looks-to-human-controls-on-openclaw-ai-agents/"
"February 16, 2026","StartupHub.ai","OpenClaw v2 Enhances Agent Interactions","https://www.startuphub.ai/ai-news/technology/2026/openclaw-v2-enhances-agent-interactions"
"February 16, 2026","Github.com","Show HN: SecureClaw – Open-Source Security Layer for OpenClaw Agents","https://github.com/adversa-ai/secureclaw"
"February 15, 2026","The New Stack","OpenClaw is being called a security Dumpster fire but there is a way to stay safe","https://thenewstack.io/deno-sandbox-security-secrets/"
"February 13, 2026","Aikido Security","Why Trying to Secure OpenClaw is Ridiculous","https://www.aikido.dev/blog/why-trying-to-secure-openclaw-is-ridiculous"
"February 13, 2026","Sophos","The OpenClaw experiment is a warning shot for enterprise AI security","https://www.sophos.com/en-us/blog/the-openclaw-experiment-is-a-warning-shot-for-enterprise-ai-security"
"February 13, 2026","SentinelOne","CVE-2026-25593: OpenClaw AI Assistant RCE Vulnerability","https://www.sentinelone.com/vulnerability-database/cve-2026-25593/"
"February 13, 2026","VentureBeat","How to test OpenClaw without giving an autonomous agent shell access to your corporate laptop","https://venturebeat.com/security/how-to-test-openclaw-without-giving-an-autonomous-agent-shell-access-to-your"
"February 13, 2026","CybersecurityNews","OpenClaw 2026.2.12 Released With Fix for 40+ Security Issues","https://cybersecuritynews.com/openclaw-2026-2-12-released/"
"February 12, 2026","Bitdefender","135K OpenClaw AI Agents Exposed to Internet","https://www.bitdefender.com/en-us/blog/hotforsecurity/135k-openclaw-ai-agents-exposed-online"
"February 12, 2026","Security Boulevard","42,900 OpenClaw Exposed Control Panels and Why You Should Care","https://securityboulevard.com/2026/02/42900-openclaw-exposed-control-panels-and-why-you-should-care/"
"February 12, 2026","Fortune","OpenClaw is the bad boy of AI agents. Here's why security experts say you should beware","https://fortune.com/2026/02/12/openclaw-ai-agents-security-risks-beware/"
"February 12, 2026","trendingtopics.eu","NanoClaw Challenges OpenClaw with Container-Isolated AI Agents for Enhanced Security","https://www.trendingtopics.eu/nanoclaw-challenges-openclaw-with-container-isolated-ai-agents-for-enhanced-security/"
"February 12, 2026","Github.com","Show HN: Aquaman keeping your OpenClaw secrets safe","https://github.com/tech4242/aquaman"
"February 12, 2026","Github.com","Show HN: Carapace – A security-hardened Rust alternative to OpenClaw","https://github.com/puremachinery/carapace"
"February 11, 2026","Pypi.org","openclaw-security 0.1.0","https://pypi.org/project/openclaw-security/0.1.0/"
"February 11, 2026","Pypi.org","openclaw-security added to PyPI","https://pypi.org/project/openclaw-security/"
"February 11, 2026","Help Net Security","OpenClaw Scanner: Open-source tool detects autonomous AI agents","https://www.helpnetsecurity.com/2026/02/12/openclaw-scanner-open-source-tool-detects-autonomous-ai-agents/"
"February 11, 2026","VentureBeat","NanoClaw solves one of OpenClaw's biggest security issues","https://venturebeat.com/orchestration/nanoclaw-solves-one-of-openclaws-biggest-security-issues-and-its-already"
"February 11, 2026","CSO Online","What CISOs need to know about the OpenClaw security nightmare","https://www.csoonline.com/article/4129867/what-cisos-need-to-know-about-clawdbot-i-mean-moltbot-i-mean-openclaw.html"
"February 11, 2026","IBM","OpenClaw and Claude Opus 4.6: Where is AI agent security headed?","https://www.ibm.com/think/podcasts/security-intelligence/openclaw-claude-opus-4-6-ai-agent-security"
"February 11, 2026","C-sharpcorner.com","Operating Cost of OpenClaw: What It Is and How to Predict Monthly Running Costs","https://www.c-sharpcorner.com/article/operating-cost-of-openclaw-what-it-is-and-how-to-predict-monthly-running-costs/"
"February 10, 2026","Kaspersky","New OpenClaw AI agent found unsafe for use","https://www.kaspersky.com/blog/openclaw-vulnerabilities-exposed/55263/"
"February 10, 2026","Northeastern Global News","Why the OpenClaw AI agent is a ""privacy nightmare""","https://news.northeastern.edu/2026/02/10/open-claw-ai-assistant/"
"February 10, 2026","SD Times","Security professionals express concern over OpenClaw","https://sdtimes.com/ai/security-professionals-express-concern-over-openclaw/"
"February 10, 2026","PR Newswire","Astrix Security Releases OpenClaw Scanner Amid Growing Concerns Over Autonomous AI Agents","https://www.prnewswire.com/news-releases/astrix-security-releases-openclaw-scanner-amid-growing-concerns-over-autonomous-ai-agents-302684133.html"
"February 10, 2026","SC Media","OpenClaw, VirusTotal announce partnership to strengthen security on ClawHub","https://www.scworld.com/brief/openclaw-virustotal-announce-partnership-to-strengthen-security-on-clawhub"
"February 9, 2026","Infosecurity Magazine","Researchers Find 40,000+ Exposed OpenClaw Instances","https://www.infosecurity-magazine.com/news/researchers-40000-exposed-openclaw/"
"February 9, 2026","trendingtopics.eu","Security Nightmare: How OpenClaw Is Fighting Malware in Its AI Agent Marketplace","https://www.trendingtopics.eu/security-nightmare-how-openclaw-is-fighting-malware-in-its-ai-agent-marketplace/"
"February 9, 2026","The Register","OpenClaw instances open to the internet present ripe targets","https://www.theregister.com/2026/02/09/openclaw_instances_exposed_vibe_code/"
"February 9, 2026","Techzine Global","Over 40,000 OpenClaw agents vulnerable","https://www.techzine.eu/news/security/138633/over-40000-openclaw-agents-vulnerable/"
"February 9, 2026","Tenable.com","I pretended to be an AI agent on Moltbook so you don't have to","https://www.tenable.com/blog/undercover-on-moltbook"
"February 9, 2026","Github.com","Show HN: Running OpenClaw on Kubernetes","https://github.com/serhanekicii/openclaw-helm"
"February 9, 2026","C-sharpcorner.com","OpenClaw Security Risks and Concerns","https://www.c-sharpcorner.com/article/openclaw-security-risks-and-concerns/"
"February 9, 2026","Bitsight","OpenClaw Security: Risks of Exposed AI Agents Explained","https://www.bitsight.com/blog/openclaw-ai-security-risks-exposed-instances"
"February 9, 2026","Forbes","OpenClaw Showed The Future Of AI Security And It's Going To Be Rough","https://www.forbes.com/sites/markkraynak/2026/02/09/openclaw-showed-the-future-of-ai-security-and-its-going-to-be-rough/"
"February 9, 2026","CSO Online","OpenClaw integrates VirusTotal malware scanning as security firms flag enterprise risks","https://www.csoonline.com/article/4129393/openclaw-integrates-virustotal-malware-scanning-as-security-firms-flag-enterprise-risks.html"
"February 9, 2026","Adnan Khan's Blog","Clinejection: Compromising Cline's Production Releases just by Prompting an Issue Triager (OpenClaw found as malware c2)","https://adnanthekhan.com/posts/clinejection/"
"February 8, 2026","The Hacker News","OpenClaw Integrates VirusTotal Scanning to Detect Malicious ClawHub Skills","https://thehackernews.com/2026/02/openclaw-integrates-virustotal-scanning.html"
"February 6, 2026","Dark Reading","OpenClaw's Gregarious Insecurities Make Safe Usage Difficult","https://www.darkreading.com/application-security/openclaw-insecurities-safe-usage-difficult"
"February 6, 2026","TrendMicro","Viral AI, Invisible Risks: What OpenClaw Reveals About Agentic Assistants","https://www.trendmicro.com/en_us/research/26/b/what-openclaw-reveals-about-agentic-assistants.html"
"February 6, 2026","Forbes","What Is OpenClaw, Formerly Moltbot? Everything You Need To Know","https://www.forbes.com/sites/kateoflahertyuk/2026/02/06/what-is-openclaw-formerly-moltbot--everything-you-need-to-know/"
"February 5, 2026","The New Stack","It took a researcher fewer than 2 hours to hijack OpenClaw","https://thenewstack.io/openclaw-moltbot-security-concerns/"
"February 5, 2026","Bitdefender","Technical Advisory: OpenClaw Exploitation in Enterprise Networks","https://www.bitdefender.com/en-us/blog/businessinsights/technical-advisory-openclaw-exploitation-enterprise-networks"
"February 5, 2026","The Register","It's easy to backdoor OpenClaw, and its skills leak API keys","https://www.theregister.com/2026/02/05/openclaw_skills_marketplace_leaky_security/"
"February 4, 2026","The Verge","OpenClaw's AI 'skill' extensions are a security nightmare","https://www.theverge.com/news/874011/openclaw-ai-skill-clawhub-extensions-security-nightmare"
"February 4, 2026","OX Security","You Can't Just Delete OpenClaw: You Gave It Access to Everything. Now What?","https://www.ox.security/blog/how-to-uninstall-openclaw-remove-data-revoke-access/"
"February 4, 2026","CrowdStrike","What Security Teams Need to Know About OpenClaw, the AI Super Agent","https://www.crowdstrike.com/en-us/blog/what-security-teams-need-to-know-about-openclaw-ai-super-agent/"
"February 4, 2026","Bloomberg","AI Agent Goes Rogue, Spamming OpenClaw User With 500 Messages","https://www.bloomberg.com/news/articles/2026-02-04/openclaw-s-an-ai-sensation-but-its-security-a-work-in-progress"
"February 4, 2026","SECURITY.COM","The Rise of OpenClaw","https://www.security.com/expert-perspectives/rise-openclaw"
"February 4, 2026","the-decoder.com","OpenClaw's OpenDoor problem is so bad that installing malware yourself might save time","https://the-decoder.com/openclaws-opendoor-problem-is-so-bad-that-installing-malware-yourself-might-save-time/"
"February 3, 2026","SecurityWeek","Vulnerability Allows Hackers to Hijack OpenClaw AI Assistant","https://www.securityweek.com/vulnerability-allows-hackers-to-hijack-openclaw-ai-assistant/"
"February 3, 2026","The Register","DIY AI bot farm OpenClaw is a security dumpster fire","https://www.theregister.com/2026/02/03/openclaw_security_problems/"
"February 3, 2026","Business Insider","Why OpenClaw and Moltbook have security researchers worried","https://www.businessinsider.com/openclaw-moltbook-cybersecurity-risks-researchers-ai-2026-2"
"February 3, 2026","Axios","Moltbook shows rapid demand for AI agents. The security world isn't ready.","https://www.axios.com/2026/02/03/moltbook-openclaw-security-threats"
"February 3, 2026","CNET","New AI Assistant OpenClaw Acts Like Your Digital Servant, but Experts Warn of Security Risks","https://www.cnet.com/tech/services-and-software/from-clawdbot-to-moltbot-to-openclaw/"
"February 2, 2026","Diginomica","Enterprise hits and misses - OpenClaw's security holes keep CISOs up past bedtime","https://diginomica.com/enterprise-hits-and-misses-ai-fears-meet-saas-software-earnings-and-openclaws-security-holes-keep"
"February 2, 2026","The Hacker News","OpenClaw Bug Enables One-Click Remote Code Execution via Malicious Link","https://thehackernews.com/2026/02/openclaw-bug-enables-one-click-remote.html"
"February 2, 2026","The Register","OpenClaw ecosystem still suffering severe security issues","https://www.theregister.com/2026/02/02/openclaw_security_issues/"
"February 2, 2026","ZDNET","OpenClaw is a security nightmare - 5 red flags you shouldn't ignore before it's too late","https://www.zdnet.com/article/openclaw-moltbot-clawdbot-5-reasons-viral-ai-agent-security-nightmare/"
"February 2, 2026","ZDNET","From Clawdbot to OpenClaw: This viral AI agent is evolving fast - and it's nightmare fuel for security pros","https://www.zdnet.com/article/clawdbot-moltbot-openclaw-security-nightmare/"
"February 2, 2026","The Hacker News","Researchers Find 341 Malicious ClawHub Skills Stealing Data from OpenClaw Users","https://thehackernews.com/2026/02/researchers-find-341-malicious-clawhub.html"
"February 2, 2026","Platformer","Five ways of thinking about Moltbook","https://www.platformer.news/moltbook-ai-agents-security-content-moderation/"
"February 2, 2026","PCMag","OpenClaw Is the Hot New AI Agent, But Is It Safe to Use?","https://www.pcmag.com/news/openclaw-is-the-hot-new-ai-agent-but-is-it-safe-to-use"
"February 1, 2026","Tom's Hardware","Malicious OpenClaw 'skill' targets crypto users on ClawHub — 14 malicious skills were uploaded to ClawHub last month","https://www.tomshardware.com/tech-industry/openai-hires-genius-openclaw-creator-but-popular-ai-assistant-will-remain-open-source-sam-altman-says-creator-will-work-on-smart-agents-in-new-role"
"January 31, 2026","Censys","OpenClaw in the Wild: Mapping the Public Exposure of a Viral AI Assistant","https://censys.com/blog/openclaw-in-the-wild-mapping-the-public-exposure-of-a-viral-ai-assistant"
"January 31, 2026","Fortune","Moltbook, a social network where AI agents hang together, may be the most interesting place on the internet right now","https://fortune.com/2026/02/02/moltbook-security-agents-singularity-disaster-gary-marcus-andrej-karpathy/"
"January 30, 2026","Dark Reading","OpenClaw AI Runs Wild in Business Environments","https://www.darkreading.com/application-security/openclaw-ai-runs-wild-business-environments"
"January 30, 2026","VentureBeat","OpenClaw proves agentic AI works. It also proves your security model doesn't. 180,000 developers just made that your problem.","https://venturebeat.com/security/openclaw-agentic-ai-security-risk-ciso-guide"
"January 30, 2026","Forbes","Moltbot Gets Another New Name, OpenClaw, And Triggers Security Fears And Scams","https://www.forbes.com/sites/ronschmelzer/2026/01/30/moltbot-molts-again-and-becomes-openclaw-pushback-and-concerns-grow/"
"January 29, 2026","Palo Alto Networks","OpenClaw formerly Moltbot, Clawdbot May Signal the Next AI Security Crisis","https://www.paloaltonetworks.com/blog/network-security/why-moltbot-may-signal-ai-crisis/"
"January 29, 2026","IBM","OpenClaw, Moltbook and the future of AI agents","https://www.ibm.com/think/news/clawdbot-ai-agent-testing-limits-vertical-integration"
"January 28, 2026","Cisco Blogs","Personal AI Agents like OpenClaw Are a Security Nightmare","https://blogs.cisco.com/ai/personal-ai-agents-like-openclaw-are-a-security-nightmare"
